date,pib_precos_correntes,rec_liq_pib,desp_primaria_pib,pessoal_pib,prev_pib,discricionaria_pib,tx_divida,interest,divida,mortgage
2010-01-01,323820.5833333333,1.683805101945274,1.5167647952785,0.0036114967354047914,0.6876268716545689,0.004679882500834517,0.23264337117199907,0.00784678249950832,0.3916571583455226,0.006330428879142147
2010-02-01,323820.5833333333,1.683805101945274,1.5167647952785,0.0036114967354047914,0.6876268716545689,0.004679882500834517,0.23264337117199907,0.00784678249950832,0.3916571583455226,0.006330428879142147
2010-03-01,323820.5833333333,1.683805101945274,1.5167647952785,0.0036114967354047914,0.6876268716545689,0.004679882500834517,0.23264337117199907,0.00784678249950832,0.3916571583455226,0.006330428879142147
2010-04-01,323820.5833333333,1.683805101945274,1.5167647952785,0.0036114967354047914,0.6876268716545689,0.004679882500834517,0.23264337117199907,0.00784678249950832,0.3916571583455226,0.006330428879142147
2010-05-01,323820.5833333333,1.683805101945274,1.5167647952785,0.0036114967354047914,0.6876268716545689,0.004679882500834517,0.23264337117199907,0.00784678249950832,0.3916571583455226,0.006330428879142147
2010-06-01,323820.5833333333,1.683805101945274,1.5167647952785,0.0036114967354047914,0.6876268716545689,0.004679882500834517,0.23264337117199907,0.00784678249950832,0.3916571583455226,0.006330428879142147
2010-07-01,323820.5833333333,1.683805101945274,1.5167647952785,0.0036114967354047914,0.6876268716545689,0.004679882500834517,0.23264337117199907,0.00784678249950832,0.3916571583455226,0.006330428879142147
2010-08-01,323820.5833333333,1.683805101945274,1.5167647952785,0.0036114967354047914,0.6876268716545689,0.004679882500834517,0.23264337117199907,0.00784678249950832,0.3916571583455226,0.006330428879142147
2010-09-01,323820.5833333333,1.683805101945274,1.5167647952785,0.0036114967354047914,0.6876268716545689,0.004679882500834517,0.23264337117199907,0.00784678249950832,0.3916571583455226,0.006330428879142147
2010-10-01,323820.5833333333,1.683805101945274,1.5167647952785,0.0036114967354047914,0.6876268716545689,0.004679882500834517,0.23264337117199907,0.00784678249950832,0.3916571583455226,0.006330428879142147
2010-11-01,323820.5833333333,1.683805101945274,1.5167647952785,0.0036114967354047914,0.6876268716545689,0.004679882500834517,0.23264337117199907,0.00784678249950832,0.3916571583455226,0.006330428879142147
2010-12-01,323820.5833333333,1.683805101945274,1.5167647952785,0.0036114967354047914,0.6876268716545689,0.004679882500834517,0.23264337117199907,0.00784678249950832,0.3916571583455226,0.006330428879142147
2011-01-01,364698.5,1.5713786860311065,1.396403423238212,0.0034548990570224414,0.6812194343781169,0.0036969408315784998,0.24183610220509388,0.0092537710629923,0.39055351864283416,0.007476440145746777
2011-02-01,364698.5,1.5713786860311065,1.396403423238212,0.0034548990570224414,0.6812194343781169,0.0036969408315784998,0.24183610220509388,0.0092537710629923,0.39055351864283416,0.007476440145746777
2011-03-01,364698.5,1.5713786860311065,1.396403423238212,0.0034548990570224414,0.6812194343781169,0.0036969408315784998,0.24183610220509388,0.0092537710629923,0.39055351864283416,0.007476440145746777
2011-04-01,364698.5,1.5713786860311065,1.396403423238212,0.0034548990570224414,0.6812194343781169,0.0036969408315784998,0.24183610220509388,0.0092537710629923,0.39055351864283416,0.007476440145746777
